id,fold,sample,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,low_education_ind,clm,numclaims,claimcst0,expected_loss
1,2,1|bld,5.800000000000001,0.362190934,suv,2,f,b,1,hybrid,161,73.0,black,m,0,weekday,12pm - 6pm,6,646.516468959908,0.0,1,1,2023.198184,5585.9989692618865
5469,3,1|bld,5.890000000000001,0.784638194,hdtop,4,f,a,2,petrol,221,105.0,white,m,1,weekday,12pm - 6pm,12,668.9565026533631,0.0,0,0,0.0,0.0
5470,2,1|bld,6.3500000000000005,0.284879158,sedan,2,m,f,1,petrol,142,129.0,white,s,1,weekday,12pm - 6pm,12,648.6101534942726,0.0,0,0,0.0,0.0
5471,4,2|val,5.800000000000001,0.254048174,ute,3,f,c,4,dissel,275,88.0,brown,s,1,weekday,12pm - 6pm,12,649.7355213560619,0.0,0,0,0.0,0.0
5472,1,1|bld,6.57,0.313727891,sedan,4,m,d,2,petrol,129,88.0,green,s,0,weekday,6pm - 12am,12,651.22484951977,0.0,0,0,0.0,0.0
5473,3,1|bld,5.58,0.673977181,sedan,1,m,a,5,petrol,156,95.0,gray,s,1,weekday,12am - 6 am,12,642.0820684234886,0.0,0,0,0.0,0.0
5474,1,1|bld,3.2200000000000006,0.3217880165,suv,1,m,b,5,petrol,155,84.0,white,m,1,weekday,12pm - 6pm,6,649.7356992664196,0.0,0,0,0.0,0.0
5475,3,1|bld,5.94,0.537429124,sedan,1,f,f,3,hybrid,79,99.0,black,m,1,weekend,6pm - 12am,12,645.4105617228643,0.0,0,0,0.0,0.0
5476,4,2|val,2.83,0.1608451955,stnwg,1,m,f,3,dissel,190,61.0,black,s,0,weekday,6pm - 12am,6,680.4734021913897,0.0,0,0,0.0,0.0
5477,4,2|val,6.470000000000001,0.133347372,sedan,3,m,c,6,petrol,117,69.0,blue,s,0,weekday,6am - 12pm,12,663.942777332477,0.0,0,0,0.0,0.0
5478,4,2|val,6.0600000000000005,0.122120024,truck,1,m,b,2,dissel,248,77.0,white,s,0,weekend,6am - 12pm,12,649.7216089739056,0.0,0,0,0.0,0.0
5479,3,1|bld,5.970000000000001,0.215734758,sedan,1,f,d,4,hybrid,110,89.0,gray,s,1,weekend,12pm - 6pm,12,651.2841207394517,0.0,0,0,0.0,0.0
5480,1,1|bld,3.2,0.3573726765,stnwg,2,f,d,4,petrol,154,69.0,gray,s,1,weekday,12pm - 6pm,6,665.2328455954075,0.0,0,0,0.0,0.0
5481,3,1|bld,4.62,0.537229576,sedan,1,f,c,3,petrol,85,85.0,black,m,0,weekend,6pm - 12am,12,652.0054976881585,0.0,0,0,0.0,0.0
5482,2,1|bld,6.25,0.823249878,sedan,3,m,b,1,petrol,116,88.0,gray,s,1,weekend,6am - 12pm,12,670.5432610533337,0.0,0,0,0.0,0.0
5483,1,1|bld,2.87,0.637279112,stnwg,2,f,c,4,petrol,160,85.0,gray,m,1,weekend,6am - 12pm,12,657.6141198266125,0.0,0,0,0.0,0.0
5484,3,1|bld,7.11,0.151488011,sedan,4,m,e,5,electric,132,129.0,gray,m,1,weekday,6am - 12pm,6,650.0578937827901,0.0,0,0,0.0,0.0
5485,2,1|bld,5.9,0.579712983,suv,2,f,f,5,petrol,179,84.0,gray,m,1,weekday,6am - 12pm,12,655.6876020584083,0.0,0,0,0.0,0.0
5486,2,1|bld,5.290000000000001,0.214035877,sedan,2,m,a,3,petrol,71,113.0,gray,s,1,weekday,6am - 12pm,6,653.7483810986093,0.0,0,0,0.0,0.0
5487,3,1|bld,5.17,0.636066181,suv,2,f,c,3,hybrid,104,99.0,brown,s,1,weekday,6pm - 12am,12,644.5341998138332,0.0,0,0,0.0,0.0
5488,3,1|bld,5.69,0.245708506,sedan,2,m,c,3,petrol,118,89.0,brown,s,1,weekday,12pm - 6pm,12,662.4812080908868,0.0,0,0,0.0,0.0
5489,1,1|bld,6.58,0.963826595,panvn,4,f,b,4,petrol,71,76.0,brown,s,0,weekend,12pm - 6pm,12,648.145541176865,1.0,0,0,0.0,0.0
5490,4,2|val,5.59,0.472454005,sedan,3,f,c,6,petrol,113,112.0,white,s,1,weekday,12pm - 6pm,12,657.137672551243,0.0,0,0,0.0,0.0
5491,3,1|bld,4.99,0.564492149,suv,2,m,b,2,petrol,202,118.0,black,m,1,weekend,12pm - 6pm,12,643.5103521510512,0.0,0,0,0.0,0.0
5492,4,2|val,4.73,0.726188715,hdtop,3,m,d,2,dissel,222,78.0,black,m,0,weekend,12pm - 6pm,12,640.4875447423489,0.0,0,0,0.0,0.0
5493,3,1|bld,6.29,0.962028277,hdtop,4,f,c,4,petrol,277,101.0,silver,s,1,weekend,12pm - 6pm,12,639.866787341289,1.0,0,0,0.0,0.0
5494,4,2|val,3.4000000000000004,0.379076494,stnwg,1,f,c,2,hybrid,182,83.0,silver,s,0,weekday,12pm - 6pm,6,635.4524946925728,0.0,0,0,0.0,0.0
5495,4,2|val,5.82,0.4996586875,suv,2,f,b,6,petrol,105,86.0,black,s,1,weekend,6am - 12pm,6,659.6442618303726,1.0,0,0,0.0,0.0
5496,1,1|bld,4.0600000000000005,0.780599611,stnwg,2,f,c,5,petrol,144,99.0,gray,m,1,weekend,6am - 12pm,12,648.4070496773439,0.0,0,0,0.0,0.0
5497,4,2|val,6.25,0.344759178,sedan,2,m,b,2,petrol,113,79.0,black,s,0,weekday,12pm - 6pm,6,649.7528778680874,0.0,0,0,0.0,0.0
5498,3,1|bld,6.1000000000000005,0.136407015,suv,2,m,a,5,electric,125,102.0,gray,m,1,weekday,12pm - 6pm,12,650.6666437227544,0.0,0,0,0.0,0.0
5499,3,1|bld,6.11,0.18826814,sedan,1,m,d,4,petrol,75,89.0,white,s,1,weekday,6am - 12pm,12,649.3630549079841,0.0,0,0,0.0,0.0
5500,3,1|bld,7.09,0.939402555,suv,4,f,c,3,petrol,131,95.0,white,m,0,weekend,12am - 6 am,12,635.1162470495752,1.0,0,0,0.0,0.0
5501,2,1|bld,5.220000000000001,0.361997414,suv,2,m,c,3,dissel,127,102.0,white,m,1,weekday,12pm - 6pm,12,651.3746164785442,0.0,0,0,0.0,0.0
5502,3,1|bld,5.890000000000001,0.623961359,hdtop,3,m,a,4,petrol,273,85.0,white,m,1,weekday,6am - 12pm,12,674.4189850036736,0.0,0,0,0.0,0.0
5503,4,2|val,5.7,0.375520375,sedan,1,f,a,3,electric,124,100.0,white,s,0,weekday,6am - 12pm,6,644.0265543111637,0.0,0,0,0.0,0.0
5504,3,1|bld,5.79,0.171762142,suv,3,m,e,4,hybrid,130,80.0,brown,m,1,weekday,6am - 12pm,12,652.3831421835828,0.0,0,0,0.0,0.0
5505,3,1|bld,4.0,0.807125402,stnwg,1,f,b,3,dissel,100,80.0,gray,m,1,weekday,12pm - 6pm,12,675.1125904640719,0.0,0,0,0.0,0.0
5506,4,2|val,5.66,0.527624501,sedan,2,m,c,5,petrol,74,108.0,brown,m,1,weekday,12pm - 6pm,12,666.1706798685119,0.0,0,0,0.0,0.0
5507,2,1|bld,5.880000000000001,0.040632202,panvn,2,f,a,1,petrol,117,81.0,yellow,m,1,weekday,6am - 12pm,12,658.4643276847444,0.0,0,0,0.0,0.0
5508,4,2|val,5.01,0.468409416,stnwg,2,m,b,3,electric,136,91.0,white,s,1,weekday,6am - 12pm,12,669.9247451143696,0.0,0,0,0.0,0.0
5509,4,2|val,5.96,0.688086448,hdtop,3,m,b,3,petrol,213,55.0,black,s,1,weekend,12pm - 6pm,12,648.2705333272236,0.0,0,0,0.0,0.0
5510,3,1|bld,6.26,0.158888435,suv,3,f,c,2,petrol,165,80.0,yellow,m,1,weekday,6am - 12pm,12,653.7074814970646,0.0,0,0,0.0,0.0
5511,3,1|bld,6.25,0.26121888,suv,3,f,c,5,petrol,159,79.0,black,s,0,weekday,6am - 12pm,12,653.0842956126534,0.0,0,0,0.0,0.0
5512,4,2|val,6.23,0.12707748,suv,3,f,c,3,petrol,152,77.0,yellow,s,1,weekday,6am - 12pm,6,657.0681756682565,0.0,0,0,0.0,0.0
5513,4,2|val,6.29,0.3161355405,suv,3,f,f,5,petrol,172,74.0,blue,m,1,weekday,6am - 12pm,6,656.4976986880524,0.0,0,0,0.0,0.0
5514,2,1|bld,5.92,0.240008331,sedan,1,f,a,1,dissel,92,70.0,white,m,1,weekday,12pm - 6pm,6,654.3076875164176,0.0,0,0,0.0,0.0
5515,4,2|val,5.43,0.94320896,suv,1,m,b,6,petrol,169,99.0,gray,m,0,weekday,6am - 12pm,12,650.7916800201419,1.0,0,0,0.0,0.0
5516,4,2|val,6.0,0.875081895,ute,2,f,c,4,petrol,157,111.0,white,s,1,weekday,12pm - 6pm,12,639.8451220655979,0.0,0,0,0.0,0.0
5517,2,1|bld,6.87,0.3128043205,suv,4,f,b,5,petrol,114,112.0,white,m,0,weekday,6am - 12pm,6,642.1329075696957,0.0,0,0,0.0,0.0
5518,4,2|val,6.3100000000000005,0.319156549,suv,2,f,b,3,electric,192,133.01000000000022,white,s,1,weekday,12pm - 6pm,12,645.5438087188069,0.0,0,0,0.0,0.0
5519,4,2|val,6.300000000000001,0.09830975,stnwg,4,m,c,5,petrol,130,133.01000000000022,gray,m,1,weekday,12pm - 6pm,12,666.408498171581,0.0,0,0,0.0,0.0
5520,2,1|bld,6.050000000000001,0.17050386,sedan,1,m,c,1,hybrid,133,133.0,black,m,0,weekday,6am - 12pm,12,659.1694660432909,0.0,0,0,0.0,0.0
5521,3,1|bld,5.92,0.1864810285,sedan,1,m,a,3,petrol,115,89.0,black,m,1,weekday,12pm - 6pm,6,665.3646925655145,0.0,0,0,0.0,0.0
5522,1,1|bld,6.16,0.587649834,sedan,2,m,b,2,petrol,78,111.0,silver,m,1,weekday,12pm - 6pm,12,637.832894130989,0.0,0,0,0.0,0.0
5523,1,1|bld,6.12,0.182675035,panvn,3,f,c,5,petrol,98,79.0,white,s,0,weekend,12pm - 6pm,6,652.8733449839625,0.0,0,0,0.0,0.0
5524,2,1|bld,5.95,0.200419123,sedan,2,f,c,6,petrol,119,68.0,silver,s,1,weekday,6pm - 12am,12,674.9858073898591,0.0,0,0,0.0,0.0
5525,1,1|bld,6.430000000000001,0.200247476,stnwg,4,f,c,5,petrol,155,110.0,silver,s,0,weekday,12pm - 6pm,12,639.4677078151742,0.0,0,0,0.0,0.0
5526,1,1|bld,6.24,0.994358834,sedan,2,f,a,6,electric,133,91.0,gray,m,1,weekday,6am - 12pm,12,654.071324560172,1.0,0,0,0.0,0.0
5527,3,1|bld,5.1,0.979369118,suv,1,f,a,4,petrol,182,113.0,silver,s,1,weekday,12pm - 6pm,12,645.9275772692124,1.0,0,0,0.0,0.0
5528,2,1|bld,6.32,0.144654324,suv,3,m,a,4,electric,100,108.0,black,m,1,weekday,6pm - 12am,12,687.2486648134924,0.0,0,0,0.0,0.0
5529,2,1|bld,6.41,0.083921147,sedan,3,m,d,2,petrol,111,100.0,red,s,0,weekday,6am - 12pm,12,646.3541098642256,0.0,0,0,0.0,0.0
5530,4,2|val,6.32,0.095298607,suv,3,m,a,4,petrol,195,100.0,red,m,0,weekday,6am - 12pm,12,674.4272489824792,0.0,0,0,0.0,0.0
5531,1,1|bld,5.37,0.2734547455,suv,2,m,a,4,petrol,187,80.0,blue,s,1,weekday,12pm - 6pm,6,661.9161187842981,0.0,0,0,0.0,0.0
5532,2,1|bld,6.69,0.30425387,sedan,3,f,c,3,petrol,122,55.0,red,s,0,weekday,12pm - 6pm,12,640.7494732091224,0.0,0,0,0.0,0.0
5533,1,1|bld,5.210000000000001,0.137977338,sedan,2,m,a,3,petrol,154,133.01000000000022,brown,m,1,weekend,6pm - 12am,12,642.7972556552359,0.0,0,0,0.0,0.0
5534,1,1|bld,5.930000000000001,0.357922631,sedan,1,m,c,5,petrol,89,95.0,white,s,1,weekday,12am - 6 am,12,644.1940952113349,0.0,0,0,0.0,0.0
5535,3,1|bld,5.12,0.497430135,suv,2,f,a,2,electric,162,78.0,silver,s,1,weekday,6am - 12pm,12,653.3892690712753,0.0,0,0,0.0,0.0
5536,4,2|val,5.09,0.091252127,sedan,1,f,a,4,petrol,94,97.0,blue,s,0,weekday,6am - 12pm,6,646.1905038354861,0.0,0,0,0.0,0.0
5537,1,1|bld,6.5200000000000005,0.816452846,sedan,3,m,b,6,hybrid,149,88.0,silver,s,1,weekend,12pm - 6pm,12,650.851338123038,0.0,0,0,0.0,0.0
5538,2,1|bld,6.33,0.192235376,suv,3,m,c,4,petrol,175,89.0,brown,s,0,weekend,6pm - 12am,12,648.8261099825149,0.0,0,0,0.0,0.0
5539,2,1|bld,6.37,0.400958262,suv,2,m,a,3,petrol,158,89.0,white,s,1,weekday,6pm - 12am,12,648.7688388743794,0.0,0,0,0.0,0.0
5540,4,2|val,6.44,0.907429637,stnwg,3,f,b,3,dissel,152,72.0,white,m,1,weekday,12pm - 6pm,12,650.8839733178313,1.0,0,0,0.0,0.0
5541,4,2|val,6.49,0.026696275255,stnwg,3,f,a,6,dissel,167,71.0,brown,m,1,weekday,12pm - 6pm,6,650.5809623002909,0.0,0,0,0.0,0.0
5542,3,1|bld,5.96,0.503769074,sedan,3,m,a,4,electric,116,102.0,black,s,1,weekday,12pm - 6pm,12,657.4763760203114,0.0,0,0,0.0,0.0
5543,4,2|val,5.970000000000001,0.757445215,sedan,1,m,e,3,electric,111,92.0,gray,s,1,weekday,12pm - 6pm,12,647.7958558335165,0.0,0,0,0.0,0.0
5544,3,1|bld,6.3100000000000005,0.959308417,sedan,3,m,c,4,petrol,74,76.0,black,s,1,weekday,12pm - 6pm,12,653.378489206117,1.0,0,0,0.0,0.0
5545,1,1|bld,6.24,0.67879387,suv,3,m,a,3,petrol,136,86.0,brown,s,1,weekday,6am - 12pm,12,663.8200460861544,0.0,0,0,0.0,0.0
5546,4,2|val,5.96,0.0795968205,sedan,2,m,c,1,petrol,80,89.0,white,m,1,weekday,12pm - 6pm,6,650.2231834900032,0.0,0,0,0.0,0.0
5547,2,1|bld,5.630000000000001,0.378542007,truck,3,f,b,2,dissel,252,72.0,white,s,1,weekday,6pm - 12am,12,663.8188847197039,0.0,0,0,0.0,0.0
5548,4,2|val,6.380000000000001,0.373821934,suv,3,m,a,6,petrol,197,99.0,white,m,1,weekday,6am - 12pm,12,664.3684314642876,0.0,0,0,0.0,0.0
5549,2,1|bld,4.0200000000000005,0.761509212,sedan,2,f,a,2,petrol,82,103.0,red,s,1,weekend,6pm - 12am,12,645.1553410832855,0.0,0,0,0.0,0.0
5550,4,2|val,5.970000000000001,0.956830325,sedan,3,m,c,5,dissel,100,70.0,silver,s,1,weekday,6am - 12pm,12,650.886249681468,1.0,0,0,0.0,0.0
5551,4,2|val,3.13,0.343902505,stnwg,1,m,c,5,petrol,144,74.0,black,s,1,weekend,6am - 12pm,12,657.0924990362689,0.0,0,0,0.0,0.0
5552,2,1|bld,4.720000000000001,0.266602408,suv,1,f,a,5,petrol,137,91.0,red,s,0,weekday,6am - 12pm,6,642.2350156369172,0.0,0,0,0.0,0.0
5553,3,1|bld,5.220000000000001,0.729624964,stnwg,4,f,b,4,dissel,142,91.0,red,s,0,weekday,12pm - 6pm,12,649.3152687758576,0.0,0,0,0.0,0.0
5554,4,2|val,5.6000000000000005,0.733769022,suv,1,f,a,4,petrol,109,86.0,gray,s,1,weekday,12pm - 6pm,12,652.1783875934503,0.0,0,0,0.0,0.0
5555,1,1|bld,6.140000000000001,0.105146484,sedan,1,m,a,2,petrol,146,61.0,black,m,0,weekday,12pm - 6pm,12,661.0547306061154,0.0,0,0,0.0,0.0
5556,4,2|val,5.140000000000001,0.457671388,ute,2,f,b,3,petrol,181,105.0,green,m,1,weekday,6am - 12pm,12,649.6296287637205,0.0,0,0,0.0,0.0
5557,2,1|bld,4.19,0.099625025,stnwg,1,f,b,2,petrol,188,91.0,black,s,1,weekday,6pm - 12am,12,670.0963841750266,0.0,0,0,0.0,0.0
5558,3,1|bld,6.19,0.6205821,sedan,1,m,d,4,hybrid,71,102.0,white,s,0,weekend,6am - 12pm,12,643.2160600515596,0.0,0,0,0.0,0.0
5559,1,1|bld,6.800000000000001,0.128347541,suv,4,f,c,5,hybrid,185,79.0,gray,m,1,weekday,12pm - 6pm,12,657.3113060855055,0.0,0,0,0.0,0.0
5560,4,2|val,6.15,0.209057848,sedan,2,m,f,4,electric,84,95.0,gray,m,1,weekday,12pm - 6pm,12,644.1873056284322,0.0,0,0,0.0,0.0
5561,2,1|bld,5.0,0.42264396,suv,1,f,c,4,dissel,134,55.0,yellow,s,1,weekday,12pm - 6pm,12,641.0668054878507,0.0,0,0,0.0,0.0
5562,1,1|bld,6.57,0.823734984,ute,4,m,d,5,dissel,239,105.0,white,s,0,weekday,6am - 12pm,12,645.4224161339715,0.0,0,0,0.0,0.0
5563,2,1|bld,5.970000000000001,0.846965781,sedan,1,m,c,4,electric,115,97.0,blue,s,1,weekend,6am - 12pm,12,645.2501464101678,0.0,0,0,0.0,0.0
5564,2,1|bld,6.51,0.2128836215,stnwg,4,f,c,3,petrol,167,92.0,blue,s,1,weekend,12pm - 6pm,6,648.8433600831653,0.0,0,0,0.0,0.0
5565,1,1|bld,6.220000000000001,0.270135112,sedan,2,m,c,2,petrol,147,117.0,black,m,1,weekend,6am - 12pm,12,642.6442691096684,0.0,0,0,0.0,0.0
5566,4,2|val,6.7,0.18148255,sedan,3,m,b,2,petrol,84,59.0,white,s,0,weekend,12pm - 6pm,6,649.1028917545232,0.0,0,0,0.0,0.0
5567,2,1|bld,2.3600000000000003,0.357283078,stnwg,1,m,a,3,petrol,156,100.0,gray,s,1,weekday,6pm - 12am,6,636.2847735849977,0.0,0,0,0.0,0.0
5568,4,2|val,5.01,0.158403057,truck,3,f,b,3,dissel,333,80.0,black,m,1,weekday,6am - 12pm,12,645.5591689517166,0.0,0,0,0.0,0.0
5569,1,1|bld,4.28,0.872783045,stnwg,3,f,c,6,dissel,147,62.0,gray,m,0,weekday,12pm - 6pm,12,641.2159684506266,0.0,0,0,0.0,0.0
5570,1,1|bld,5.630000000000001,0.887865887,suv,2,m,c,2,petrol,202,95.0,silver,m,1,weekday,12pm - 6pm,12,687.2486648134924,1.0,0,0,0.0,0.0
5571,2,1|bld,6.140000000000001,0.101262232,sedan,1,m,b,1,petrol,136,55.0,silver,m,1,weekday,12pm - 6pm,12,655.0571675440401,0.0,0,0,0.0,0.0
5572,2,1|bld,5.61,0.031255523,panvn,1,f,b,3,dissel,71,57.0,black,s,1,weekday,12pm - 6pm,12,660.5221219643036,0.0,0,0,0.0,0.0
5573,4,2|val,6.220000000000001,0.43358895,stnwg,4,f,c,4,dissel,139,93.0,white,s,1,weekday,6am - 12pm,12,655.3861056108494,0.0,0,0,0.0,0.0
5574,4,2|val,6.380000000000001,0.623715401,mibus,4,f,b,5,dissel,234,72.0,white,s,0,weekday,6am - 12pm,12,649.9870217740488,0.0,0,0,0.0,0.0
5575,4,2|val,6.41,0.253204237,sedan,2,f,b,2,petrol,128,116.0,green,s,1,weekday,6am - 12pm,12,644.7059923022158,0.0,0,0,0.0,0.0
5576,1,1|bld,5.61,0.0712204105,suv,2,m,b,4,petrol,146,74.0,gray,s,1,weekday,6am - 12pm,6,660.3728891086301,0.0,0,0,0.0,0.0
5577,2,1|bld,3.5700000000000003,0.718843546,ute,1,m,e,4,petrol,155,87.0,white,m,0,weekday,12pm - 6pm,12,644.0979204146645,0.0,0,0,0.0,0.0
5578,2,1|bld,6.79,0.891901679,suv,4,m,e,6,electric,167,75.0,blue,s,1,weekday,12am - 6 am,12,642.5654152254046,1.0,0,0,0.0,0.0
5579,4,2|val,5.67,0.147579657,sedan,1,m,b,4,petrol,139,105.0,black,m,1,weekday,6am - 12pm,6,649.3147840156547,0.0,0,0,0.0,0.0
5580,1,1|bld,3.770000000000001,0.608202186,stnwg,2,f,f,6,petrol,193,75.0,gray,s,1,weekday,12pm - 6pm,12,648.705281042411,0.0,0,0,0.0,0.0
5581,1,1|bld,6.800000000000001,0.717853002,suv,4,m,b,3,petrol,177,71.0,gray,s,1,weekend,6pm - 12am,12,668.6490836195371,0.0,0,0,0.0,0.0
5582,2,1|bld,6.74,0.783091634,sedan,4,f,a,3,petrol,77,108.0,gray,s,0,weekday,6am - 12pm,12,642.4738462632434,0.0,0,0,0.0,0.0
5583,1,1|bld,5.99,0.600077,sedan,1,m,d,6,electric,77,60.0,green,s,1,weekday,6pm - 12am,12,661.9488969083986,0.0,0,0,0.0,0.0
5584,2,1|bld,6.380000000000001,0.026696275255,sedan,1,f,c,5,petrol,71,90.0,black,s,1,weekday,12pm - 6pm,12,644.7919954068972,0.0,0,0,0.0,0.0
5585,1,1|bld,5.36,0.509150511,suv,2,f,b,6,hybrid,114,89.0,black,s,0,weekday,6am - 12pm,12,640.94126943165,0.0,0,0,0.0,0.0
5586,3,1|bld,3.2700000000000005,0.577534126,stnwg,3,m,c,3,petrol,116,101.0,white,m,1,weekend,12pm - 6pm,12,651.6765896923371,0.0,0,0,0.0,0.0
5587,4,2|val,6.1000000000000005,0.367572283,sedan,1,f,c,2,hybrid,110,104.0,blue,m,1,weekday,6am - 12pm,12,656.6623707996368,0.0,0,0,0.0,0.0
5588,2,1|bld,5.1,0.034232659,stnwg,3,m,f,5,dissel,199,96.0,white,s,1,weekend,6am - 12pm,12,656.5790554950881,0.0,0,0,0.0,0.0
5589,4,2|val,5.040000000000001,0.193866032,stnwg,2,m,c,3,dissel,206,86.0,silver,s,1,weekday,12pm - 6pm,12,661.4814698380526,0.0,0,0,0.0,0.0
5590,2,1|bld,4.9,0.1799793815,stnwg,3,f,d,1,electric,191,97.0,white,m,1,weekday,6am - 12pm,6,645.1184318331316,0.0,0,0,0.0,0.0
5591,4,2|val,5.98,0.575065825,sedan,3,m,d,4,petrol,107,88.0,green,s,1,weekday,6am - 12pm,12,649.9999289928479,0.0,0,0,0.0,0.0
5592,1,1|bld,6.48,0.4218244235,sedan,2,f,c,2,hybrid,75,69.0,gray,s,1,weekday,12pm - 6pm,6,668.6193766138455,0.0,0,0,0.0,0.0
5593,1,1|bld,5.67,0.102298515,stnwg,4,m,f,1,dissel,105,94.0,silver,m,1,weekday,12am - 6 am,12,672.2900410727161,0.0,0,0,0.0,0.0
5594,2,1|bld,3.3600000000000003,0.117615349,stnwg,2,m,f,2,dissel,135,61.0,blue,m,0,weekday,6pm - 12am,12,650.9093411716601,0.0,0,0,0.0,0.0
5595,1,1|bld,6.1000000000000005,0.026696275255,sedan,1,m,a,2,petrol,137,76.0,silver,m,0,weekday,6am - 12pm,6,649.140624165434,0.0,0,0,0.0,0.0
5596,3,1|bld,5.040000000000001,0.415006854,ute,3,m,a,4,dissel,276,111.0,white,m,1,weekday,6pm - 12am,12,685.2046367093071,0.0,0,0,0.0,0.0
5597,2,1|bld,4.970000000000001,0.123469756,suv,1,f,b,5,petrol,186,81.0,silver,m,0,weekday,6am - 12pm,12,640.7215953147236,0.0,0,0,0.0,0.0
5598,1,1|bld,6.61,0.928565455,sedan,3,m,b,2,petrol,130,96.0,red,s,0,weekday,6am - 12pm,12,672.6480147906826,1.0,0,0,0.0,0.0
5599,1,1|bld,3.1900000000000004,0.523214011,stnwg,2,f,d,2,petrol,142,77.0,white,s,0,weekend,6am - 12pm,12,653.2906773643995,0.0,0,0,0.0,0.0
5600,3,1|bld,6.71,0.409163223,sedan,3,f,b,6,petrol,117,90.0,black,s,1,weekday,6am - 12pm,6,649.8360428660152,0.0,0,0,0.0,0.0
5601,2,1|bld,3.88,0.3179209545,stnwg,3,f,a,2,petrol,188,87.0,silver,s,0,weekday,12pm - 6pm,6,649.0763514024726,0.0,0,0,0.0,0.0
5602,3,1|bld,6.880000000000001,0.4623332375,sedan,4,m,e,4,petrol,90,109.0,white,m,0,weekend,6am - 12pm,6,641.4747284366229,1.0,0,0,0.0,0.0
5603,3,1|bld,5.220000000000001,0.045511885,sedan,1,f,e,5,petrol,157,96.0,silver,m,0,weekday,12pm - 6pm,12,645.2995835145796,0.0,0,0,0.0,0.0
5604,4,2|val,4.540000000000001,0.919682184,stnwg,1,m,b,1,petrol,151,106.0,white,m,1,weekday,12pm - 6pm,12,644.7859622352428,1.0,0,0,0.0,0.0
5605,1,1|bld,5.28,0.687999176,sedan,2,m,a,5,hybrid,134,84.0,black,m,1,weekend,12am - 6 am,12,650.4304919797191,0.0,0,0,0.0,0.0
5606,1,1|bld,4.34,0.4460410265,stnwg,3,m,d,2,petrol,143,129.0,green,s,0,weekday,12pm - 6pm,6,663.6678175116471,1.0,0,0,0.0,0.0
5607,2,1|bld,5.930000000000001,0.291493155,stnwg,4,f,e,4,dissel,138,55.0,gray,m,0,weekday,12pm - 6pm,12,641.4171605047533,0.0,0,0,0.0,0.0
5608,3,1|bld,6.7,0.387235057,sedan,3,m,c,4,petrol,73,95.0,black,s,1,weekday,6pm - 12am,12,652.9055551421208,0.0,0,0,0.0,0.0
5609,4,2|val,2.74,0.739720214,stnwg,1,f,c,1,dissel,179,78.0,white,m,1,weekday,12pm - 6pm,12,653.7735464048192,0.0,0,0,0.0,0.0
5610,3,1|bld,2.66,0.578018048,stnwg,1,m,b,3,petrol,135,71.0,green,s,1,weekday,12am - 6 am,12,643.9378987447219,0.0,0,0,0.0,0.0
5611,3,1|bld,5.57,0.3247128765,sedan,2,m,e,4,petrol,157,75.0,gray,s,1,weekday,6pm - 12am,6,667.2411325674892,0.0,0,0,0.0,0.0
5612,4,2|val,5.0,0.269923464,truck,3,f,b,3,dissel,333,60.0,white,m,0,weekday,12pm - 6pm,6,642.646436665054,0.0,0,0,0.0,0.0
5613,4,2|val,3.5100000000000007,0.149703777,hdtop,2,f,c,6,dissel,252,109.0,gray,s,1,weekday,12am - 6 am,12,652.4318316632913,0.0,0,0,0.0,0.0
5614,3,1|bld,5.59,0.658504583,ute,3,f,d,4,petrol,253,76.0,black,m,1,weekday,6pm - 12am,12,650.2570812321198,0.0,0,0,0.0,0.0
5615,2,1|bld,6.4,0.243080887,sedan,2,m,c,5,petrol,106,83.0,gray,s,0,weekday,6am - 12pm,12,659.7761892483511,0.0,0,0,0.0,0.0
5616,2,1|bld,6.0,0.781781923,sedan,2,m,c,3,petrol,135,96.0,green,s,1,weekday,12pm - 6pm,12,641.0428880690646,0.0,0,0,0.0,0.0
5617,2,1|bld,5.95,0.339858058,suv,3,m,a,5,petrol,142,90.0,green,m,1,weekday,12pm - 6pm,12,651.0795282999084,0.0,0,0,0.0,0.0
5618,2,1|bld,4.890000000000001,0.09082074,hdtop,2,m,b,3,dissel,202,76.0,gray,m,0,weekend,12pm - 6pm,12,654.2155986817063,0.0,0,0,0.0,0.0
5619,1,1|bld,6.21,0.1055974905,sedan,2,m,b,4,dissel,135,115.0,white,m,0,weekend,12pm - 6pm,6,646.1426182074397,0.0,0,0,0.0,0.0
5620,1,1|bld,7.180000000000001,0.730488595,suv,4,m,d,3,electric,185,89.0,white,s,1,weekday,6am - 12pm,12,640.9608159097388,0.0,0,0,0.0,0.0
5621,2,1|bld,6.5600000000000005,0.263285042,sedan,2,f,a,6,petrol,106,78.0,black,m,1,weekday,6am - 12pm,6,656.570951266558,0.0,0,0,0.0,0.0
5622,1,1|bld,4.23,0.84435045,stnwg,1,m,d,4,dissel,143,81.0,blue,s,0,weekend,12pm - 6pm,12,638.2508821551023,0.0,0,0,0.0,0.0
5623,3,1|bld,6.7,0.653072576,sedan,3,f,c,4,electric,100,93.0,gray,s,1,weekday,6am - 12pm,12,644.7775682338449,0.0,0,0,0.0,0.0
5624,2,1|bld,7.0,0.1793742735,sedan,4,m,a,5,petrol,75,55.0,gray,s,1,weekday,12pm - 6pm,6,650.3370141348381,0.0,0,0,0.0,0.0
